Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,CoinName,class
42,Scrypt,PoW/PoS,41.99995383,42,-0.33473339086573034,0.9106789825719188,-0.5844234342629894,42 Coin,0
404,Scrypt,PoW/PoS,1055184902.04,532000000,-0.3180713826267023,0.9111958510319934,-0.5849164102585309,404Coin,0
1337,X13,PoW/PoS,29279424622.5027,314159265359,2.3119148069873194,1.6935031949568267,-0.7468509972668977,EliteCoin,0
BTC,SHA-256,PoW,17927175.0,21000000,-0.14322870342572896,-1.2563014495387335,0.17635144646553852,Bitcoin,2
ETH,Ethash,PoW,107684222.6865,0,-0.14581201321547302,-2.010384677037737,0.3876880821810688,Ethereum,2
LTC,Scrypt,PoW,63039243.30000489,84000000,-0.1661038772463007,-1.1601861754749097,0.00545172607503587,Litecoin,2
DASH,X11,PoW/PoS,9031294.37563393,22000000,-0.3981810703936411,1.1209694654064566,-0.5032720836167248,Dash,0
XMR,CryptoNight-V7,PoW,17201143.1449131,0,-0.1485439513076834,-2.127471054930056,0.43593431242157293,Monero,2
ETC,Ethash,PoW,113359703.0,210000000,-0.14425339025208248,-2.010443493508865,0.38765787996111173,Ethereum Classic,2
ZEC,Equihash,PoW,7383056.25,21000000,-0.15184746669334484,-2.0513437401705534,0.3222463962564814,ZCash,2
BTS,SHA-512,PoS,2741570000.0,3600570502,-0.2690470451784149,1.9503095187733834,-0.08611489630759697,Bitshares,0
DGB,Multiple,PoW,11406219141.0,21000000000,0.15591155750251653,-1.7699168029480805,0.38359085520697744,DigiByte,2
BTCD,SHA-256,PoW/PoS,1288862.0,22000000,-0.31068861812658805,0.8145681177661095,-0.4135535860144227,BitcoinDark,0
XPY,SHA-256,PoS,11995334.8847328,12500000,-0.26598201997831095,0.7773635789271526,-0.11639445910161988,PayCoin,0
PRC,Scrypt,PoW,5768310.0,21000000,-0.16725023291344754,-1.1602040810893035,0.005483021580369107,ProsperCoin,2
KOBO,X15,PoW/PoS,25542535.5881841,350000000,-0.23665340859005365,1.8997182924650067,-0.6957929029031196,KoboCoin,0
SPR,X11,PoW,11149733.9976203,20000000,-0.2309056083907838,-0.9499090938127044,0.08663889178449773,Spreadcoin,2
ARG,Scrypt,PoW,12205795.444954902,64000000,-0.16686664754234357,-1.1602127494777912,0.0054747264567111,Argentum,2
AUR,Scrypt,PoW/PoS,18135099.992959,16768584,-0.33439294979499223,0.9106855982774382,-0.5844329210582291,Aurora Coin,0
BLU,Scrypt,PoW/PoS,635423900.0,0,-0.32697166443324555,0.9110855034904807,-0.5846776898337398,BlueCoin,0
XMY,Multiple,PoW,1688254250.0,2000000000,-0.09753965216710046,-1.7704839948047364,0.39000647087193235,MyriadCoin,2
MOON,Scrypt,PoW,88.0,384000000000,2.5558158718887913,-1.2743911230116152,-0.045586180129671465,MoonCoin,2
ZET,SHA-256,PoW,170204389.754849,169795588,-0.1403133895835895,-1.2562482753118924,0.1762707242565261,ZetaCoin,2
SXC,Scrypt,PoW,128940951.183046,250000000,-0.16412163173897124,-1.1601933771873956,0.005403277473603299,SexCoin,2
QTL,Scrypt,PoW,7357794.7925,100000000,-0.16667055804073008,-1.160226556325666,0.0054718780974691295,Quatloo,2
ENRG,Scrypt,PoW/PoS,123062801.128773,0,-0.3332301748536963,0.9107577136293832,-0.5844726760231214,EnergyCoin,0
QRK,Quark,PoW,259557164.91477,247000000,-0.22531338126354153,-0.3816895136602516,0.047968395993009866,QuarkCoin,2
RIC,Groestl,PoW,49548585.14129171,84000000,-0.20156860674997307,-1.0759067977459944,0.13906049814031113,Riecoin,2
DGC,Scrypt,PoW,33442988.3440364,48166000,-0.16671952739403384,-1.1601944541631457,0.005468334721103036,Digitalcoin ,2
BTB,Scrypt,PoW/PoS,42579.476901,500000,-0.3347293256220268,0.910678861113953,-0.5844235177811509,BitBar,0
CAT,Scrypt,PoW,7219956.64626131,21000000 ,-0.16723250099413806,-1.1602031523789593,0.005482440725164999,Catcoin,2
CBX,Scrypt,PoW/PoS,1039116.65144562,1000000,-0.3347136069376693,0.9106793499775592,-0.5844239830339453,CryptoBullion,0
CCN,Scrypt,PoW,4703879.51824446,13140000,-0.1673189772224422,-1.16020242475463,0.005484492923817824,CannaCoin,2
CRYPT,X11,PoW,4996986.20575291,18000000,-0.23099494821901523,-0.9499124353778591,0.08664161972865937,CryptCoin,2
CSC,Scrypt,PoC,39999997299.8568,40000000000,0.6810100648324793,0.42027559280206633,-0.043999244877562384,CasinoCoin,0
DMD,Groestl,PoW/PoS,3304487.74735637,4380000,-0.3699619053554761,0.9949678027304383,-0.4508219650739292,Diamond,0
XVG,Multiple,PoW,15929530669.1206,16555000000,0.17964053286905612,-1.765701149888763,0.38237212981983804,Verge,2
DVC,SHA-256,PoW,18773857500.0,21000000000,0.2346564486577889,-1.250540591233952,0.16605620206436966,DevCoin,2
EAC,Scrypt,PoW,12539015186.821999,13500000000,0.08143543303831761,-1.1561940021372996,-0.0013247619434158763,EarthCoin,2
EFL,Scrypt,PoW,20910478.806249898,21000000 ,-0.16706527074229344,-1.1601943936844232,0.005476962662674396,E-Gulden,2
EMC2,Scrypt,PoW,218871896.499999,299792458,-0.16266999920166575,-1.160150649383658,0.005360670223760122,Einsteinium,2
EMD,Scrypt,PoW,19496786.31025,32000000,-0.1670045282678387,-1.160198569169239,0.005476065265110862,Emerald,2
EXCL,PoS,PoS,5679705.0,0,-0.36023534279490466,1.9389190690604974,-0.1462622472470126,Exclusive Coin,0
FLT,Scrypt,PoS/PoW/PoT,461829905.32892996,0,-0.30408492091299055,0.03874860471547273,-0.22241020424799376,FlutterCoin,0
FRK,Scrypt,PoW,1142732.14912776,11235813,-0.16737598105719134,-1.1602041368005673,0.005486171133217268,Franko,2
FTC,NeoScrypt,PoW,208669093.00773,336000000,-0.170078208041895,-1.580399793442397,0.29217684058706866,FeatherCoin,2
GDC,Scrypt,PoW,884125802.0,1420609614,-0.14659518609742303,-1.1600583402920508,0.004945403186129815,GrandCoin,2
GLC,Scrypt,PoW,65672720.470874794,70000000,-0.1661709956722133,-1.1601803275103237,0.005452534411569767,GlobalCoin,2
GLD,Scrypt,PoW,41658647.9999715,72245700,-0.16644840223016558,-1.1601963586351338,0.005461844600372855,GoldCoin,2
HBN,Scrypt,PoW/PoS,89266933.684704,120000000,-0.3327919659504843,0.910700408022613,-0.5844751138200145,HoboNickels,0
HYP,X11,PoS,1678520090.7713,0,-0.3333010313318178,1.0848298718391072,-0.20677503164899844,HyperStake,0
IFC,Scrypt,PoW,90595753018.6314,90600000000,1.5816861368107311,-1.1291832907178476,-0.0428127879391427,Infinite Coin,2
IOC,X11,PoW/PoS,17650913.974345602,22000000,-0.3980757814105438,1.120974979923304,-0.503275532631619,IOCoin,0
IXC,SHA-256,PoW,21089348.999,21000000,-0.14319007734937841,-1.2562994264956502,0.17635018116779516,IXcoin,2
KGC,Scrypt,PoW,151447649.8,265420800,-0.16373734894787612,-1.16018356389001,0.005392220687983831,KrugerCoin,2
LKY,Scrypt,PoW,19326319.14375,20000000,-0.1670917132024708,-1.1601951098030003,0.005477729547023611,LuckyCoin,2
LTB,Scrypt,PoW,1104344.22938102,1350000,-0.16744655905859587,-1.160201221627991,0.005487501365998391,Litebar ,2
MAX,SHA3,PoW/PoS,61445805.0,100000000,-0.4104305594284704,1.5091894212679453,-0.40783486764831317,MaxCoin,0
MEC,Scrypt,PoW,38151999.993099704,42000000,-0.16670573522608287,-1.1601896079343494,0.005467270593845811,MegaCoin,2
MED,HybridScryptHash256,PoW,40431856.9,200000000,-0.1417362801522344,-2.188400978046747,0.4032420407737974,MediterraneanCoin,2
MINT,Scrypt,PoS,21293925445.4969,0,-0.029984086749401492,0.887087842519623,-0.2957817401127041,MintCoin,0
MINC,Scrypt,PoW,5804204.88794916,10000000,-0.1673278052383848,-1.160200787068923,0.005484470283522544,MinCoin,2
MZC,SHA-256,PoW/PoS,1613836099.99999,2419200000,-0.27399061489021165,0.8148869140697046,-0.41451766521663275,MazaCoin,0
NAUT,Scrypt,PoS,16180000.0,16180000,-0.28977781446788753,0.8734703090514493,-0.2872699130737338,Nautilus Coin,0
NAV,X13,PoW/PoS,66087096.20771079,0,-0.27290996270395157,1.7682347168858854,-0.6933766405669097,NavCoin,0
NOBL,Scrypt,PoW,2366066305.76482,15000000000,-0.03218969269853086,-1.1631483352639442,0.0025462859784811617,NobleCoin,2
NMC,SHA-256,PoW,14736400.0,21000000,-0.14326767886440056,-1.2563034908796844,0.17635272320755147,Namecoin,2
NYAN,Scrypt,PoW,334709223.48313797,337000000,-0.16099117005259075,-1.16008760526537,0.005309370782960492,NyanCoin,2
OPAL,X13,PoW/PoS,15156364.3306548,0,-0.273532083541923,1.7682021332694393,-0.6933562613783986,OpalCoin,0
ORB,NeoScrypt,PoW/PoS,3220616.279225,3770000,-0.34220767638812055,0.49044807222201897,-0.29760832067503956,Orbitcoin,0
POT,Scrypt,PoW/PoS,222677226.014206,420000000,-0.3290347873349348,0.9106965484180976,-0.5845683977991619,PotCoin,0
PXC,Scrypt,PoW/PoS,73959274.625,98000000,-0.333134971156148,0.9106971568554234,-0.584466062551874,PhoenixCoin,0
RDD,Scrypt,PoW/PoS,29315567169.0888,0,0.023357382610043477,0.9294340084787328,-0.5961536302859508,Reddcoin,0
RPC,Scrypt,PoW,1104157.42169891,21000000,-0.16730720571559465,-1.1602070650432554,0.005484887872902785,RonPaulCoin,2
SBC,Scrypt,PoW,24215181.725,250000000,-0.16540086101864687,-1.1602603768981452,0.0054451819607196595,StableCoin,2
SMC,Scrypt,PoW,25593737.1355044,51200000,-0.1667938895056243,-1.1602003780432764,0.005471071944139399,SmartCoin,2
SUPER,X11,PoS,50707661.74935179,0,-0.353184822415913,1.0837884570806933,-0.2061236862799202,SuperCoin,0
SYNC,X11,PoW/PoS,1177.0,1000,-0.39844738809562946,1.120970230083096,-0.5032655443482139,SyncCoin,0
SYS,SHA-256,PoW,563336541.299966,888000000,-0.13041783912618404,-1.2562103353048821,0.17601789267385162,SysCoin,2
TES,Multiple,PoS,80260463.7331396,100000000,-0.2532765252929912,0.2627185660910625,0.09815318783783183,TeslaCoin,0
TGC,SHA-256,PoW,43536800.0,47011968,-0.14273140687910052,-1.2562928005850083,0.17633773940038316,TigerCoin,2
TIT,PHI1612,PoS,1622326490.46336,2300000000,-0.31754026630766624,1.7861327252372818,-0.2319642904334922,TittieCoin,0
TOR,X11,PoW/PoS,1431851.00002479,10000000,-0.39835900055682466,1.1209681719858722,-0.5032674467384852,TorCoin,0
TRC,SHA-256,PoW,22935396.0,42000000,-0.14301859813922266,-1.2563044902059586,0.17634664937310932,TerraCoin,2
UNB,SHA-256,PoW,2278150.0,80000000,-0.14300143539561888,-1.256329005967328,0.17634986084050305,UnbreakableCoin,2
UNO,SHA-256,PoW,200911.79151896,250000,-0.1435923871119484,-1.2563066197511772,0.17636129924530639,Unobtanium,2
URO,X11,PoW,1207310.0,0,-0.23116889326633241,-0.9499095072365338,0.08664553022019318,UroCoin,2
USDE,Scrypt,PoW/PoS,1098952592.6,1600000000,-0.30996262083352244,0.9109062621821138,-0.5850759736656324,UnitaryStatus Dollar,0
UTC,Scrypt,PoW/PoS,50235211.141939,100000000,-0.33341057772042343,0.9106813843312385,-0.5844568357263586,UltraCoin,0
VIA,Scrypt,PoW,23150892.167968698,23000000,-0.16702372022877227,-1.160193555087511,0.005475800181994911,ViaCoin,2
VRC,Scrypt,PoST,32021108.413669605,0,-0.2737158071166177,0.056203401596764214,-0.3451768417500281,VeriCoin,0
VTC,Lyra2REv2,PoW,51173723.81663471,84000000,-0.19384597323363192,-1.1654050109313874,0.2636915638637202,Vertcoin,2
WDC,Scrypt,PoW,119606941.0,265420800,-0.16412628442377067,-1.1602039344090402,0.005404961282572956,WorldCoin,2
XC,X11,PoW/PoS,6950831.0970606,5500000,-0.39832349950571644,1.1209730409864873,-0.5032690565507784,X11 Coin,0
XCR,Multiple,PoS,100000000.0,0,-0.25374459503306407,0.2627609315972774,0.09815858995040819,Crypti,0
XJO,SHA-256,PoW,39195739.362088,45000000,-0.1427987017551809,-1.2562949795401828,0.17633974401620567,JouleCoin,2
XST,X13,PoW/PoS,33093725.4123502,0,-0.27331297799020865,1.7682136089359375,-0.6933634387514584,StealthCoin,0
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000,-0.32583379595304024,0.910476292549738,-0.5846156563700586,ZCC Coin,0
BCN,CryptoNight,PoW,184066828814.0,184467440735,3.86370106338186,-2.141439946075156,0.322255311543654,ByteCoin,2
XDN,CryptoNight,PoW,6906587610.38292,10000000000,0.46237816352028027,-2.202899415148839,0.41634861054006195,DigitalNote ,2
BURST,Shabal256,PoC,1813033920.0,2158812800,0.05002770347960818,0.9192012796352826,0.5714672102098572,BurstCoin,0
SJCX,Counterparty,PoS,51173144.0,500000000,-0.3462494255779955,1.6936863926786534,-0.18321765716924346,StorjCoin,0
MONA,Scrypt,PoW,68194674.8711679,105120000,-0.1658911227503203,-1.1601891576464556,0.005446854117730171,MonaCoin,2
NTRN,SHA-256,PoW/PoS,39121694.0,68000000,-0.3099002617285286,0.8145786428639811,-0.4135748425454635,Neutron,0
FAIR,Groestl,PoW/PoS,53193831.0,0,-0.36938356759454544,0.995001022579677,-0.4508413449997243,FairCoin,0
NLG,Scrypt,PoW,415032420.0,1680000000,-0.15048561179673753,-1.1604355836453677,0.005098603574831161,Gulden,2
RBY,Scrypt,PoS,27184490.3918338,0,-0.28975814096580316,0.8734821607474829,-0.28727216432280833,RubyCoin,0
PTC,Scrypt,PoW,137517654.41397,166386000,-0.16460984821338534,-1.1601630259369973,0.005410966794515084,PesetaCoin,2
KORE,X13,PoW/PoS,2022464.886973,12000000,-0.2736074119543246,1.7681901622568392,-0.6933526021123242,Kore,0
WBB,Scrypt,PoW,181919.2435974,2628000,-0.1674487630805466,-1.160202191798955,0.005487700479220011,Wild Beast Coin,2
NOTE,Scrypt,PoS,174646113.934655,500000000,-0.2844109469408079,0.8734278169218089,-0.2873976719363495,Dnotes,0
FLO,Scrypt,PoW,152270664.860648,160000000,-0.1644749284315871,-1.1601516885046024,0.005405912969152018,Flo,2
8BIT,Scrypt,PoW/PoS,1467841.0,0,-0.334715461942659,0.9106799216284323,-0.5844240215757347,8BIT Coin,0
STV,X13,PoW/PoS,7096834.0,10000000,-0.2735596121201271,1.7681940033897832,-0.6933543665350186,Sativa Coin,0
ABY,Scrypt,PoW,792537250.0,1000000000,-0.15069686058690798,-1.159991859141168,0.005037994608671964,ArtByte,2
FLDC,Stanford Folding,PoW,719416990.0,1000000000,-0.12327329984707039,-2.2327669531062115,0.4198415460545866,Folding Coin,2
U,X11,PoS,2689812.0,20000000,-0.35362952450115565,1.0837517896447106,-0.20610713275859252,Ucoin,0
UIS,Multiple,PoW,65113302.0,0,-0.13155015954396468,-1.770927683439641,0.39092195901040816,Unitus,2
CYP,QuBit,PoW,6365285.0,0,-0.18434202544272246,-1.4994303726833327,0.25703730103432626,CypherPunkCoin,2
OMC,Scrypt,PoW,10140044.443029301,3371337,-0.16732185253661758,-1.1601960420004485,0.005483617012582103,OmniCron,2
VTR,Scrypt,PoW/PoS,11604722.0,20000000,-0.3344498017673885,0.9106804594587282,-0.5844307378205594,Vtorrent,0
GRE,Scrypt,PoW,4610340640.89,10000000000,-0.04023524238214402,-1.160225687058902,0.0023133023669276455,GreenCoin,2
XCN,M7 POW,PoW,708506520.0,1840000000,-0.12088701048335329,-2.01117053126521,0.4243024137794853,Cryptonite,2
MSC,Scrypt,PoW,619478.0,619478,-0.16745766249929336,-1.1602013145932353,0.005487792541945467,MasterCoin,2
SOON,SHA-256,PoW,12462620.0,21000000,-0.14329545317407236,-1.2563049455608306,0.17635363302740975,SoonCoin,2
1CR,Scrypt,PoW,88213.0,92000000000,0.4849852709672435,-1.1875593943937375,-0.006748464223675032,1Credit,2
ISL,X11,PoW/PoS,1513704.0,0,-0.3984289196123599,1.1209711980398285,-0.5032661494307964,IslaCoin,0
NXS,SHA3,PoW/nPoS,63657220.0,78000000,-0.40458463012208157,1.1661942801961647,0.12574522941812946,Nexus,0
MARS,X11,PoW,32221574.820996,33000000,-0.2305560204881525,-0.9498994786145235,0.08662873111718611,MarsCoin ,2
CTO,Lyra2RE,PoW,13742738.0,65789100,-0.14901505558096412,-2.19456373267147,0.41853998293485983,Crypto,2
ACP,SHA-256,PoW,14747200.0002,53760000,-0.14303521664831823,-1.25631322577018,0.17634836160962258,Anarchists Prime,2
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000,-0.4157995671852788,1.7145431024616582,-0.7167195094106884,Droidz,0
BSC,X11,PoW,15863837.5,21000000,-0.2308409335468823,-0.9499063752707214,0.08663687249883416,BowsCoin,2
SQL,X11,PoS/PoW,329200.01639,0,-0.3840058289086818,0.7152369998358514,-0.07407600308765104,Squall Coin,0
SONG,Scrypt,PoW,32565300.0,210240000,-0.1655808375233361,-1.1602432114172494,0.0054471291012930636,Song Coin,2
ZNY,Scrypt,PoW,75614500.0,250000000,-0.16477301637990122,-1.160227493497288,0.005424615274205106,BitZeny,2
DIGS,Scrypt,PoS,100000000.0,100000000,-0.28815950780014987,0.8734990085689343,-0.2873146009852137,Diggits,0
EXP,Ethash,PoW,10495278.0,16906397,-0.14687928159619296,-2.0104518823980873,0.3877247222656396,Expanse,2
CON,X13,PoW/PoS,23042604.0,50000000,-0.2730811583574109,1.7681923101596462,-0.6933660672418804,Paycon,0
SC,Blake2b,PoW,33098296530.0,0,0.3553985857648128,-2.0940760220438723,0.5172971314009654,Siacoin,2
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000,-0.30324251684331116,0.8143040146504195,-0.4137003799083284,Emercoin,0
EGC,X15,PoW/PoS,13530556.4180753,26298000,-0.23909579412722573,1.8998068664968346,-0.6957450421778015,EverGreenCoin,0
MND,X11,PoW,15867695.0,16000000,-0.23087634587390266,-0.9499048859591318,0.08663753598529762,MindCoin,2
I0C,SHA-256,PoW,20997476.865023103,21000000,-0.14319119957100906,-1.2562994852720764,0.17635021792908778,I0coin,2
DCR,BLAKE256,PoW/PoS,10365046.928166099,21000000,-0.07879354441831386,0.8381308112993447,-0.4474342894306194,Decred,0
RVR,Scrypt,PoW,210000000.0,210000000,-0.16341516792941782,-1.1601296238278773,0.005376163118982386,Revolution VR,2
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100,-0.16005668036726964,-2.137147452554299,0.4243846545896223,HOdlcoin,2
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000,-0.3106595361989656,0.8145696409338243,-0.41355453866871306,EDRCoin,0
HTC,X11,PoW/PoS,10996318099.0,26550000000,-0.07583730230164314,1.1201101310439914,-0.511196869053369,Hitcoin,0
GAME,Scrypt,PoW,69836100.0,84000000,-0.16602085338173136,-1.1601818270949906,0.005449006412097755,Gamecredits,2
DBIC,SHA-256,PoW/PoS,5129014.0,10500000,-0.3107232672500426,0.8145739942951942,-0.41355359302619266,DubaiCoin,0
DIEM,SHA-256,PoW,21739971929.0,21626280000 ,0.2753291582960798,-1.248829215978459,0.16478605570016508,CarpeDiemCoin,2
PWR,NIST5,PoW/PoS,10069449031.9252,0,-0.24122457347759754,1.4630502674359602,-0.6202757741756114,PWR Coin,0
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000,-0.3343256123328723,0.9106722501366944,-0.5844326212081571,BillaryCoin,0
GPU,Scrypt,PoS,40477042.0,221052632,-0.2880280911425125,0.8734249306922673,-0.2873068844689368,GPU Coin,0
ADZ,X11,PoW,45110324.0,84000000,-0.2300368975693286,-0.9499063986707362,0.08661679056658911,Adzcoin,2
SOIL,Dagger,PoW,5702048.0,30000000,-0.15747604106691407,-2.1409575062480197,0.4302914184951449,SoilCoin,2
YOC,Scrypt,PoW,636462.55983338,168351300,-0.1662679195175164,-1.160251181927793,0.005465476407583076,YoCoin,2
SIB,X11GOST,PoW,17263355.0,24000000,-0.14957431119846315,-2.2633102832583067,0.34719935820632025,SibCoin,2
ERC,X11,PoW/PoS,10407269.788186802,384000000,-0.39559699887254957,1.120862698221042,-0.5033207823641604,EuropeCoin,0
ZEIT,Scrypt,PoS,36971236046.8073, 99000000000,0.8636119032011988,0.8676781062021338,-0.3152223806987198,ZeitCoin,0
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000,-0.31052324139842424,0.8145647408585509,-0.41355721582834454,SwingCoin,0
SAFEX,Scrypt,PoC,2147483647.0,2147483647,-0.049805693221985026,0.40731509637941415,-0.023818502697666572,SafeExchangeCoin,0
NEBU,PoS,PoS,20000000.0,20000000,-0.3599185820576094,1.938922283285813,-0.1462706374238505,Nebuchadnezzar,0
FRN,Scrypt,PoW,6570807.65677618,20000000,-0.16724752226318054,-1.1602032703119614,0.005482833478649323,Francs,2
BOLI,X11,PoW,13654082.4987998,25000000,-0.23083955823152064,-0.9499089784659809,0.08663722467603559,BolivarCoin,2
XRA,X11,PoW/PoS,134554941.15118998,75000000,-0.39627192411379486,1.1210340102939522,-0.5033293593885454,Ratecoin,0
REV,SHA-256,PoW/PoS,1195525.0,222725000,-0.30926623876065257,0.81450836871207,-0.4135802462957635,Revenu,0
CKC,SHA-256,PoW/PoS,16662820.0,525000000,-0.30693360432061423,0.8144283769847311,-0.4136266396957448,Clockcoin,0
VIP,NIST5,PoW/PoS,83450403.0,90000000,-0.3625656586553898,1.4566348281560164,-0.6162919932106923,VIP Tokens,0
BSD,X11,PoW/PoS,24387724.5010828,139000000,-0.3971637399634677,1.1209444977452372,-0.5032937899696258,BitSend,0
OMNI,Scrypt,PoW,616448.0,616448,-0.1674577209992839,-1.1602013156306903,0.005487794157364038,Omni,2
LIR,POS 3.0,PoS,38589808.6658096,33500000,-0.3265198785659762,1.7246601666281323,-0.1920166840366752,Let it Ride,0
PUT,Scrypt,PoW/PoS,813092338.575672,2000000000,-0.310617659048116,0.9106044317676453,-0.5850147932588678,PutinCoin,0
IBANK,Scrypt,PoW/PoS,4526324.0,44333333,-0.3343636953656223,0.9106686949864119,-0.5844311419821999,iBankCoin,0
FRWC,Scrypt,PoW/PoS,100000000.0,100000000,-0.33280269892102643,0.9107132220200547,-0.5844767483797996,Frankywillcoin,0
MUDRA,X13,PoS,5000000.0,200000000,-0.22759457493861118,1.7309219484003826,-0.39621665126239125,MudraCoin,0
PIZZA,X11,PoW,1377917.0,25000000,-0.23098951206264998,-0.9499168323069391,0.08664213680436504,PizzaCoin,2
LC,X11,PoS,657000000.0,657000000,-0.34111956703949964,1.0839809694451086,-0.20645367024422698,Lutetium Coin,0
KMD,Equihash,dPoW/PoW,115898131.0,200000000,-0.2676487100118476,-1.6672295249291993,0.06469706118240987,Komodo,2
GB,X11,PoW/PoS,15563873.0,50000000,-0.39790270179530446,1.1209653183862103,-0.5032784217005746,GoldBlocks,0
CTC,Scrypt,PoW/PoS,43165500.0,90000000,-0.3335678534054982,0.9106798350764491,-0.5844526768247278,CarterCoin,0
KRB,CryptoNight,PoW,7822432.72439746,10000000,0.3072615088307846,-2.2043422786604414,0.42043778058014625,Karbo,2
BXT,SHA-256,PoW/PoS,595429.0,21000000,-0.3107041803265128,0.8145679715018198,-0.4135531755413385,BitTokens,0
ZYD,SHA-256,PoW,6243840.0,9736000,-0.14345129885078337,-1.2563055745469605,0.17635761956095258,ZayedCoin,2
MST,X11,PoW/PoS,657636.34549789,3000000,-0.39841810084358587,1.120969758252883,-0.5032662059058186,MustangCoin,0
ZNE,Scrypt,PoW/PoS,2581970.0,21000000,-0.3345529231388814,0.9106743896637995,-0.5844272605041224,ZoneCoin,0
COVAL,Multiple,PoW,1000000000.0,1200000000,-0.11162021560133117,-1.770686419667778,0.3903882705557547,Circuits of Value,2
ROOT,Scrypt,PoW/PoS,1939889.0,0,-0.3347096958582832,0.9106802236274493,-0.5844242104588477,RootCoin,0
DOPE,Scrypt,PoW,116845228.0,200000000,-0.16462397592561515,-1.160186247150943,0.005414767700433119,DopeCoin,2
BTCR,Scrypt,PoS,169598616.0,0,-0.2880185469741796,0.8735732720878134,-0.28732914925519487,BitCurrency,0
DLC,SHA-256,PoW,9106714.0,10638298,-0.1434099297378318,-1.2563040113002741,0.17635635401268895,DollarCoin,2
SCN,Scrypt,PoW/PoW,665200057.0,3100000000,-0.24986451171562987,0.1680436607550348,-0.43396074350482633,Swiscoin,0
SH,Scrypt,PoW,11119200.0,30000000,-0.16712104458367205,-1.1602033341045723,0.005479683445911561,Shilling,2
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000,0.046698277349235096,1.8729796291865628,-0.7909198903231931,BuzzCoin,0
XPO,PoS,PoS,74033806.79496829,74000000,-0.3588755950182956,1.9389407942239243,-0.146299440586315,Opair,0
PSB,Scrypt,PoW/PoS,33522957.0,0,-0.3343239074746155,0.9107004293173339,-0.5844368479622334,PesoBit,0
HALLO,X11,PoW/PoS,264678458.28861898,1500000000,-0.3845765181136087,1.1206935080979659,-0.5035709599593978,Halloween Coin,0
XZC,Lyra2Z,PoW,7568281.24956067,21400000,-0.16139823970494727,-2.1558407646224405,0.4589442351231373,ZCoin,2
CFC,PoS,PoS,148716816.0,39999898,-0.35820446416402096,1.9389986842447686,-0.14632480168422413,CoffeeCoin,0
ROYAL,X13,PoS,2500124.0,2500124,-0.22902575827812524,1.7309790793606825,-0.3961893823055764,RoyalCoin,0
GNJ,X14,PoW/PoS,100000000.0,100000000,-0.41192929482106483,1.6581391683819489,-0.7957348566581469,GanjaCoin V2,0
TEAM,PoS,PoS,17818682.1654,301000000,-0.35795240604338907,1.938837327142481,-0.1463071392865765,TeamUP,0
LANA,SHA-256D,PoW/PoS,1082162635.5368302,7506000000,-0.26783254987136923,1.864862131170012,-0.7818573593325214,LanaCoin,0
ELE,Ethash,PoW,26205539.0,26205539,-0.14662143167145725,-2.010444596822777,0.3877171991924964,Elementrem,2
ZCL,Equihash,PoW,5613550.0,21000000,-0.15186908127987195,-2.051344872235828,0.32224710429856357,ZClassic,2
ARK,DPoS,DPoS,108202084.0,125000000,3.7214416579382243,1.4167561891901108,-0.0216906749824408,ARK,0
INSANE,X11,PoW/PoS,18342813.0,30000000,-0.39801059472303174,1.1209730436250287,-0.503276873532886,InsaneCoin,0
KLC,Scrypt,PoW,196297971.0,10000000000,-0.09415294243134996,-1.1630496298539899,0.004079517073664082,KiloCoin,2
ATX,X11,PoW,824000000.0,500000000,-0.21757250443324602,-0.9495317989861307,0.08624979874369984,ArtexCoin,2
EMB,X13,PoW/PoS,92192822723.0,850000000,0.8584497427219075,1.8269212639173122,-0.7303528634035812,EmberCoin,0
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.39837301366368455,1.1209715489858403,-0.5032675981122503,XenixCoin,0
FRE,PoS,PoS,50000000.0,50000000,-0.3593393742309315,1.9389325551245697,-0.14628663166561137,FreeCoin,0
PLNC,Scrypt,PoW/PoS,17089600.0,38540000 ,-0.33425132014508835,0.9106784552662882,-0.5844353984455708,PLNCoin,0
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000,-0.33440561064393964,0.9106680602203229,-0.584430000655103,AquariusCoin,0
KURT,X11,PoW,61364813.0,228000000,-0.2288171163043881,-0.9499388207427828,0.08659113370662493,Kurrent,2
XCRE,PoS,PoS,20000000.0,20000000,-0.3599185820576094,1.938922283285813,-0.1462706374238505,Creatio,0
ENT,X11,PoW/PoS,6069482.07721352,60000000,-0.39794775725052484,1.1209562705353124,-0.5032759527186852,Eternity,0
EUC,SHA-256,PoW/PoS,12416554.0,20000000,-0.31056687672178723,0.8145758315932773,-0.4135577725858613,Eurocoin,0
BCF,Scrypt,PoW/PoS,20244023.640728,33000000,-0.33425207780641614,0.9106821207737964,-0.584435923788896,BitcoinFast,0
